 
 
 # TIME       12904.9999999740     
  0.0000000000E+00  0.6760080786E-03  0.1000000000E+01
  0.1470588235E+00  0.1498535906E-02  0.2734717693E-03
  0.2941176471E+00  0.3828292132E-03  0.8439137753E-04
  0.4411764706E+00  0.3826675919E-03  0.5500640686E-04
  0.5882352941E+00  0.2603458702E-03  0.3766673671E-04
  0.7352941176E+00  0.1305339685E-03  0.3117612480E-04
  0.8823529412E+00  0.1046146461E-03  0.2314479912E-04
  0.1029411765E+01  0.6471699301E-04  0.2447855327E-04
  0.1176470588E+01  0.4496979577E-04  0.1638273116E-04
  0.1323529412E+01  0.3080474615E-04  0.1244398441E-04
  0.1470588235E+01  0.2438958660E-04  0.1011191588E-04
  0.1617647059E+01  0.1850552629E-04  0.8839990460E-05
  0.1764705882E+01  0.1520828621E-04  0.8312283355E-05
  0.1911764706E+01  0.1333752505E-04  0.6611156033E-05
  0.2058823529E+01  0.1019110069E-04  0.5683940097E-05
  0.2205882353E+01  0.9515312666E-05  0.5260769523E-05
  0.2352941176E+01  0.8966200307E-05  0.4914872701E-05
  0.2500000000E+01  0.7659160450E-05  0.4101440957E-05
  0.2647058824E+01  0.6681083300E-05  0.3666197014E-05
  0.2794117647E+01  0.6529317254E-05  0.3447408981E-05
  0.2941176471E+01  0.5600584665E-05  0.2959400348E-05
  0.3088235294E+01  0.5041500949E-05  0.2762138829E-05
  0.3235294118E+01  0.4318160058E-05  0.2549209651E-05
  0.3382352941E+01  0.4189184365E-05  0.2281098284E-05
  0.3529411765E+01  0.3745482598E-05  0.2196996242E-05
  0.3676470588E+01  0.3379556031E-05  0.1876103129E-05
  0.3823529412E+01  0.3048144693E-05  0.1749371485E-05
  0.3970588235E+01  0.2795494303E-05  0.1528485302E-05
  0.4117647059E+01  0.2644479553E-05  0.1470427379E-05
  0.4264705882E+01  0.2477135684E-05  0.1330742020E-05
  0.4411764706E+01  0.2211175039E-05  0.1274638009E-05
  0.4558823529E+01  0.2004477871E-05  0.1161318137E-05
  0.4705882353E+01  0.1919474890E-05  0.1050491644E-05
  0.4852941176E+01  0.1776927097E-05  0.9973655692E-06
  0.5000000000E+01  0.1624259819E-05  0.9344035710E-06
  0.5147058824E+01  0.1514298786E-05  0.8707940935E-06
  0.5294117647E+01  0.1457078295E-05  0.7994617140E-06
  0.5441176471E+01  0.1319298500E-05  0.7504886245E-06
  0.5588235294E+01  0.1286532704E-05  0.6963752827E-06
  0.5735294118E+01  0.1204348800E-05  0.6777972928E-06
  0.5882352941E+01  0.1130759821E-05  0.6293522833E-06
  0.6029411765E+01  0.1088850350E-05  0.5877860228E-06
  0.6176470588E+01  0.9954197876E-06  0.5638326157E-06
  0.6323529412E+01  0.9231160158E-06  0.5280506659E-06
  0.6470588235E+01  0.8819210476E-06  0.5070353572E-06
  0.6617647059E+01  0.8402610289E-06  0.4809956535E-06
  0.6764705882E+01  0.7984027424E-06  0.4533906330E-06
  0.6911764706E+01  0.7442542140E-06  0.4355010043E-06
  0.7058823529E+01  0.6979070884E-06  0.4148641042E-06
  0.7205882353E+01  0.6787156253E-06  0.3895199796E-06
  0.7352941176E+01  0.6231647859E-06  0.3691862759E-06
  0.7500000000E+01  0.6032335804E-06  0.3634571180E-06
  0.7647058824E+01  0.5789078238E-06  0.3445681818E-06
  0.7794117647E+01  0.5423521099E-06  0.3284179246E-06
  0.7941176471E+01  0.5331257410E-06  0.3031125165E-06
  0.8088235294E+01  0.4917339782E-06  0.2924815736E-06
  0.8235294118E+01  0.4777178977E-06  0.2796900018E-06
  0.8382352941E+01  0.4386531611E-06  0.2694497466E-06
  0.8529411765E+01  0.4394994091E-06  0.2485372136E-06
  0.8676470588E+01  0.4086006192E-06  0.2408889261E-06
  0.8823529412E+01  0.3948466824E-06  0.2355722271E-06
  0.8970588235E+01  0.3785598263E-06  0.2167273195E-06
  0.9117647059E+01  0.3634153621E-06  0.2102701997E-06
  0.9264705882E+01  0.3449143381E-06  0.2029218017E-06
  0.9411764706E+01  0.3387099882E-06  0.1892388495E-06
  0.9558823529E+01  0.3232332246E-06  0.1811060594E-06
  0.9705882353E+01  0.3090159104E-06  0.1750178043E-06
  0.9852941176E+01  0.2940399337E-06  0.1670844014E-06
  0.1000000000E+02  0.2812783454E-06  0.1576423932E-06
  0.1014705882E+02  0.2645747460E-06  0.1513218077E-06
  0.1029411765E+02  0.2532483453E-06  0.1451728748E-06
  0.1044117647E+02  0.2428216733E-06  0.1395603498E-06
  0.1058823529E+02  0.2367494859E-06  0.1350951890E-06
  0.1073529412E+02  0.2241747707E-06  0.1287553647E-06
  0.1088235294E+02  0.2183873745E-06  0.1226185133E-06
