 
 
 # TIME       12900.0000000000     
  0.0000000000E+00  0.8611944203E-03  0.1000036171E+01
  0.1217878456E-01  0.4246675769E-02  0.3273095486E-04
  0.2435756911E-01  0.5958141870E-03  0.2741531949E-04
  0.3653635367E-01  0.2569075663E-03  0.1849761048E-04
  0.4871513823E-01  0.1279272997E-03  0.1425434055E-04
  0.6089392279E-01  0.7045991289E-04  0.1106739826E-04
  0.7307270734E-01  0.4477353298E-04  0.8612758002E-05
  0.8525149190E-01  0.3103670225E-04  0.6896209198E-05
  0.9743027646E-01  0.2161445715E-04  0.5615520952E-05
  0.1096090610E+00  0.1645262610E-04  0.4742621611E-05
  0.1217878456E+00  0.1276926787E-04  0.4085105416E-05
  0.1339666301E+00  0.1024496463E-04  0.3465903158E-05
  0.1461454147E+00  0.8603161837E-05  0.2951208307E-05
  0.1583241992E+00  0.7103020275E-05  0.2539248361E-05
  0.1705029838E+00  0.5995182249E-05  0.2214161631E-05
  0.1826817684E+00  0.5077698921E-05  0.1920738948E-05
  0.1948605529E+00  0.4342549669E-05  0.1703195577E-05
  0.2070393375E+00  0.3692314928E-05  0.1522796768E-05
  0.2192181220E+00  0.3176515561E-05  0.1335848827E-05
  0.2313969066E+00  0.2773704319E-05  0.1177139535E-05
  0.2435756911E+00  0.2412617589E-05  0.1033674736E-05
  0.2557544757E+00  0.2097993992E-05  0.9109101603E-06
  0.2679332603E+00  0.1831459756E-05  0.8104490411E-06
  0.2801120448E+00  0.1620530964E-05  0.7209355309E-06
  0.2922908294E+00  0.1440419299E-05  0.6484597605E-06
  0.3044696139E+00  0.1283187663E-05  0.5791978967E-06
  0.3166483985E+00  0.1147905383E-05  0.5161252512E-06
  0.3288271830E+00  0.1025525861E-05  0.4623026619E-06
  0.3410059676E+00  0.9121514915E-06  0.4116594194E-06
  0.3531847522E+00  0.8179705550E-06  0.3681107671E-06
  0.3653635367E+00  0.7323006597E-06  0.3327366078E-06
  0.3775423213E+00  0.6498455343E-06  0.3014062090E-06
  0.3897211058E+00  0.5745939280E-06  0.2711718116E-06
  0.4018998904E+00  0.5156443945E-06  0.2447201609E-06
  0.4140786749E+00  0.4656606126E-06  0.2218632617E-06
  0.4262574595E+00  0.4205742238E-06  0.2033229208E-06
  0.4384362441E+00  0.3816252073E-06  0.1849885958E-06
  0.4506150286E+00  0.3450653409E-06  0.1685874782E-06
  0.4627938132E+00  0.3108146822E-06  0.1536409374E-06
  0.4749725977E+00  0.2822352047E-06  0.1393109663E-06
  0.4871513823E+00  0.2545038601E-06  0.1256698456E-06
  0.4993301668E+00  0.2297559775E-06  0.1139730732E-06
  0.5115089514E+00  0.2068345515E-06  0.1030100549E-06
  0.5236877360E+00  0.1852687679E-06  0.9264974014E-07
  0.5358665205E+00  0.1664520835E-06  0.8348072890E-07
  0.5480453051E+00  0.1496550284E-06  0.7552874414E-07
  0.5602240896E+00  0.1347808925E-06  0.6905587921E-07
  0.5724028742E+00  0.1217509714E-06  0.6267722693E-07
  0.5845816588E+00  0.1099974735E-06  0.5692429743E-07
  0.5967604433E+00  0.9946250221E-07  0.5192218117E-07
  0.6089392279E+00  0.9002177850E-07  0.4708109086E-07
  0.6211180124E+00  0.8180702637E-07  0.4275902065E-07
  0.6332967970E+00  0.7402485225E-07  0.3933016506E-07
  0.6454755815E+00  0.6755881849E-07  0.3622949154E-07
  0.6576543661E+00  0.6116683694E-07  0.3307533480E-07
  0.6698331507E+00  0.5496558554E-07  0.2993595210E-07
  0.6820119352E+00  0.4976624555E-07  0.2696228335E-07
  0.6941907198E+00  0.4501463246E-07  0.2436437832E-07
  0.7063695043E+00  0.4085848901E-07  0.2216164424E-07
  0.7185482889E+00  0.3706637102E-07  0.2013018105E-07
  0.7307270734E+00  0.3369797359E-07  0.1830330614E-07
  0.7429058580E+00  0.3057940524E-07  0.1670666346E-07
  0.7550846426E+00  0.2779838235E-07  0.1519251897E-07
  0.7672634271E+00  0.2547106649E-07  0.1370047822E-07
  0.7794422117E+00  0.2323474617E-07  0.1239177192E-07
  0.7916209962E+00  0.2107996636E-07  0.1127949092E-07
  0.8037997808E+00  0.1914390739E-07  0.1028779674E-07
  0.8159785653E+00  0.1748621514E-07  0.9388726602E-08
  0.8281573499E+00  0.1593495713E-07  0.8513501836E-08
  0.8403361345E+00  0.1427601676E-07  0.7669198018E-08
  0.8525149190E+00  0.1270983974E-07  0.6908779643E-08
  0.8646937036E+00  0.1136497496E-07  0.6276395602E-08
  0.8768724881E+00  0.1024365636E-07  0.5699199914E-08
  0.8890512727E+00  0.9271353964E-08  0.5124340708E-08
  0.9012300572E+00  0.8416323460E-08  0.4585770536E-08
  0.9134088418E+00  0.7629802319E-08  0.4142355789E-08
  0.9255876264E+00  0.6917790128E-08  0.3779205369E-08
  0.9377664109E+00  0.6274421805E-08  0.3431250835E-08
  0.9499451955E+00  0.5662316042E-08  0.3079513613E-08
  0.9621239800E+00  0.5117715522E-08  0.2750424163E-08
  0.9743027646E+00  0.4603692478E-08  0.2470657472E-08
  0.9864815491E+00  0.4135091812E-08  0.2229086155E-08
  0.9986603337E+00  0.3730931755E-08  0.2006985169E-08
  0.1010839118E+01  0.3366829392E-08  0.1812276592E-08
  0.1023017903E+01  0.3026477456E-08  0.1633158183E-08
  0.1035196687E+01  0.2694634733E-08  0.1452386322E-08
  0.1047375472E+01  0.2388268452E-08  0.1281710291E-08
  0.1059554256E+01  0.2127480593E-08  0.1137041251E-08
  0.1071733041E+01  0.1912900942E-08  0.1016049823E-08
  0.1083911826E+01  0.1721833673E-08  0.9066902625E-09
  0.1096090610E+01  0.1548264992E-08  0.8037345170E-09
  0.1108269395E+01  0.1385133343E-08  0.7121398657E-09
  0.1120448179E+01  0.1228051176E-08  0.6350702996E-09
  0.1132626964E+01  0.1098052649E-08  0.5677908577E-09
