 
 
 # TIME       2730.00000000460     
  0.0000000000E+00  0.3234869217E-04  0.1000000000E+01
  0.1470588235E+00  0.1918154930E-02  0.1054199724E-03
  0.2941176471E+00  0.6910300023E-03  0.4498062746E-04
  0.4411764706E+00  0.4967492032E-03  0.3454563316E-04
  0.5882352941E+00  0.3546394362E-03  0.3445188670E-04
  0.7352941176E+00  0.2728460507E-03  0.4151533567E-04
  0.8823529412E+00  0.1471271091E-03  0.3615917384E-04
  0.1029411765E+01  0.1048920650E-03  0.2681500384E-04
  0.1176470588E+01  0.8058177969E-04  0.2938118834E-04
  0.1323529412E+01  0.6231689083E-04  0.2305192008E-04
  0.1470588235E+01  0.4758675775E-04  0.2152481152E-04
  0.1617647059E+01  0.3317033737E-04  0.1793272159E-04
  0.1764705882E+01  0.2600894126E-04  0.1469178820E-04
  0.1911764706E+01  0.2292658758E-04  0.1269770059E-04
  0.2058823529E+01  0.2070985412E-04  0.1111356719E-04
  0.2205882353E+01  0.1583079914E-04  0.1008211049E-04
  0.2352941176E+01  0.1553133901E-04  0.8409094377E-05
  0.2500000000E+01  0.1347819973E-04  0.7434408002E-05
  0.2647058824E+01  0.1124149079E-04  0.6944604055E-05
  0.2794117647E+01  0.1031625654E-04  0.6426356960E-05
  0.2941176471E+01  0.8595274870E-05  0.5809760393E-05
  0.3088235294E+01  0.8593737524E-05  0.5182448498E-05
  0.3235294118E+01  0.7360186971E-05  0.4906592461E-05
  0.3382352941E+01  0.6435001651E-05  0.4126453265E-05
  0.3529411765E+01  0.6069903009E-05  0.3938952357E-05
  0.3676470588E+01  0.5469828980E-05  0.3608113112E-05
  0.3823529412E+01  0.5025401025E-05  0.3308764820E-05
  0.3970588235E+01  0.4940901283E-05  0.3012778125E-05
  0.4117647059E+01  0.4261217924E-05  0.2859104930E-05
  0.4264705882E+01  0.4084208583E-05  0.2650795735E-05
  0.4411764706E+01  0.3571805430E-05  0.2436158340E-05
  0.4558823529E+01  0.3341563964E-05  0.2260751900E-05
  0.4705882353E+01  0.3177012999E-05  0.2143113996E-05
  0.4852941176E+01  0.2864084776E-05  0.1919144093E-05
